name,hit,heavy_atoms,mw,length_A,npr1,npr2,asphericity,shape_class
"Mephenesin",0,13,182.2,7.75,0.170,0.863,0.575,ROD
"Mepivacaine",0,18,246.4,7.67,0.296,0.874,0.360,ROD
"Mepivacaine HCl",0,18,246.4,7.67,0.296,0.874,0.360,ROD
"Meprednisone",0,27,372.5,12.45,0.195,0.913,0.528,ROD
"Meptazinol HCl",0,17,233.4,8.01,0.342,0.947,0.306,ROD
"Mequinol",0,9,124.1,6.38,0.149,0.851,0.619,ROD
"Mequitazine",0,23,322.5,8.13,0.506,0.711,0.150,DISC
"Merbromin",0,29,707.7,10.50,0.372,0.702,0.276,DISC
"Mercaptopurine (6-MP)",0,10,152.2,5.00,0.353,0.647,0.315,DISC
"Meropenem",0,26,383.5,10.22,0.362,0.816,0.272,DISC
"Meropenem Trihydrate",0,26,383.5,10.22,0.362,0.816,0.272,DISC
"Mesalamine",0,11,153.1,6.04,0.331,0.670,0.336,DISC
"Mesna",0,7,142.2,5.39,0.177,0.989,0.570,ROD
"Mesoridazine Besylate",0,26,386.6,9.74,0.487,0.545,0.230,DISC
"Metadoxine",0,21,298.3,6.42,0.361,0.715,0.286,DISC
"Metamizole sodium hydrate",0,21,311.4,9.90,0.263,0.787,0.410,ROD
"Metaproterenol Sulfate",0,15,211.3,8.57,0.238,0.891,0.449,ROD
"Metaraminol Bitartrate",0,12,167.2,6.90,0.283,0.967,0.388,ROD
"Metaxalone",0,16,221.3,8.88,0.198,0.882,0.521,ROD
"Metformin",0,9,129.2,5.81,0.224,0.856,0.473,ROD
"Metformin HCl",0,9,129.2,5.81,0.224,0.856,0.473,ROD
"Methacholine chloride",0,11,160.2,6.24,0.348,0.891,0.292,ROD
"Methacycline HCl",0,32,442.4,10.35,0.434,0.890,0.200,DISC
"Methacycline Hydrochloride",0,32,442.4,10.35,0.434,0.890,0.200,DISC
"Methazolamide",0,14,236.3,8.48,0.164,0.917,0.588,ROD
"Methenamine Hippurate",0,10,140.2,3.36,1.000,1.000,0.000,SPHERE
"Methimazole",0,7,114.2,3.89,0.343,0.657,0.323,DISC
"Methionine",0,9,149.2,5.31,0.315,0.871,0.333,ROD
"Methocarbamol",0,17,241.2,7.97,0.409,0.743,0.228,DISC
"Methotrexate",0,33,454.4,18.02,0.077,0.974,0.787,ROD
"Methotrexate",0,33,454.4,15.45,0.160,0.884,0.595,ROD
"Methotrexate",0,33,454.4,15.45,0.160,0.884,0.595,ROD
"Methotrexate disodium",0,33,454.4,18.02,0.077,0.974,0.787,ROD
"Methoxamine HCl",0,15,211.3,7.38,0.388,0.750,0.248,DISC
"Methoxyphenamine Hydrochloride",0,13,179.3,7.23,0.364,0.731,0.279,DISC
"Methscopolamine",0,23,318.4,11.34,0.188,0.968,0.545,ROD
"Methyclothiazide",0,20,360.2,9.67,0.269,0.815,0.400,ROD
"Methyl Aminolevulinate Hydrochloride",0,10,145.2,6.94,0.205,0.958,0.513,ROD
"Methyl cinnamate",0,10,145.2,6.94,0.205,0.958,0.513,ROD
"Methyl linoleate",0,21,294.5,9.27,0.341,0.826,0.298,ROD
"Methyl linolenate",0,21,292.5,12.30,0.187,0.877,0.540,ROD
"Methyl nicotinate",0,10,137.1,6.31,0.190,0.810,0.539,ROD
"Methyl Oleate",0,21,296.5,14.79,0.126,0.982,0.675,ROD
"Methyl palmitate",0,19,270.5,11.21,0.226,0.880,0.469,ROD
"Methyl salicylate",0,11,152.1,6.40,0.278,0.722,0.398,ROD
"Methyl Stearate",0,21,298.5,11.06,0.224,0.846,0.473,ROD
"Methylamine hydrochloride",0,2,31.1,1.45,-0.000,1.000,1.000,ROD
"Methylbenactyzine Bromide",0,25,342.5,11.78,0.281,0.827,0.380,ROD
"Methylbenzethonium Chloride",0,31,426.7,11.17,0.406,0.802,0.226,DISC
"Methyldopa",0,15,211.2,7.97,0.252,0.898,0.427,ROD
"Methylene Blue",0,20,284.4,12.57,0.107,0.895,0.714,ROD
"Methylprednisolone",0,27,374.5,11.80,0.213,0.881,0.493,ROD
"Methylprednisolone Acetate",0,27,374.5,11.80,0.213,0.881,0.493,ROD
"Methylprednisolone hemisuccinate",0,34,474.6,12.95,0.235,0.972,0.463,ROD
"Methylprednisolone sodium succinate",0,34,474.6,12.95,0.235,0.972,0.463,ROD
"Methylthiouracil",0,9,142.2,5.08,0.376,0.624,0.296,DISC
"Methysergide Maleate",0,26,353.5,12.95,0.212,0.851,0.494,ROD
"Meticrane",0,17,275.4,7.77,0.262,0.828,0.409,ROD
"Metoclopramide",0,20,299.8,10.92,0.176,0.871,0.562,ROD
"Metoclopramide HCl",0,20,299.8,10.92,0.176,0.871,0.562,ROD
"Metoclopramide hydrochloride hydrate",0,20,299.8,10.92,0.176,0.871,0.562,ROD
"Metolachlor",0,19,283.8,8.01,0.498,0.764,0.148,DISC
"Metolazone",0,24,365.8,11.21,0.175,0.893,0.566,ROD
"Metoprolol",0,19,267.4,10.64,0.250,0.903,0.430,ROD
"Metoprolol Tartrate",0,19,267.4,10.64,0.250,0.903,0.430,ROD
"Metosulam",0,26,418.3,11.18,0.346,0.869,0.293,ROD
"Metrifudil",0,27,371.4,13.86,0.119,0.980,0.690,ROD
"Metronidazole",0,12,171.2,5.90,0.424,0.655,0.233,DISC
"Metroprolol succinate",0,19,267.4,10.64,0.250,0.903,0.430,ROD
"Mevastatin",0,28,390.5,10.50,0.419,0.783,0.213,DISC
"Mevinolin",0,29,404.5,10.40,0.466,0.684,0.187,DISC
"Mexenone",0,18,242.3,10.62,0.175,0.907,0.564,ROD
"Mexiletine HCl",0,13,179.3,7.31,0.265,0.800,0.406,ROD
"MG 624",0,23,310.5,10.66,0.200,0.911,0.518,ROD
"Mianserin HCl",0,20,264.4,8.06,0.446,0.637,0.220,DISC
"Miconazole",0,25,416.1,11.96,0.336,0.840,0.305,ROD
"Miconazole Nitrate",0,25,416.1,11.96,0.336,0.840,0.305,ROD
"Miconazole Nitrate",0,25,416.1,11.96,0.336,0.840,0.305,ROD
"Midecamycin",0,57,814.0,18.16,0.350,0.892,0.289,DISC
"Midodrine",0,18,254.3,8.66,0.383,0.884,0.251,DISC
"Midodrine hydrochloride",0,18,254.3,8.66,0.383,0.884,0.251,DISC
"Mifepristone",0,32,429.6,12.58,0.510,0.664,0.159,DISC
"Mifepristone",0,32,429.6,12.58,0.510,0.664,0.159,DISC
"Miglitol",0,14,207.2,6.92,0.435,0.851,0.196,DISC
"Miglustat",0,15,219.3,8.59,0.296,0.746,0.366,ROD
"Milbemycin Oxime",0,38,528.7,12.70,0.506,0.695,0.154,DISC
"Mildronate",0,10,146.2,5.30,0.340,0.944,0.309,ROD
"Milnacipran HCl",0,18,246.4,7.89,0.561,0.741,0.110,SPHERE
"Milrinone",0,16,211.2,8.36,0.226,0.847,0.470,ROD
"Miltefosine",0,27,407.6,11.79,0.411,0.746,0.225,DISC
"Minaprine dihydrochloride",0,22,298.4,9.75,0.295,0.800,0.361,ROD
"Minocycline HCl",0,33,457.5,11.86,0.292,0.933,0.370,ROD
"Minocycline Hydrochloride",0,33,457.5,11.86,0.292,0.933,0.370,ROD
"Minoxidil sulphate",0,15,209.3,7.86,0.221,0.822,0.480,ROD
"Mirabegron",0,28,396.5,13.68,0.238,0.838,0.449,ROD
"Mirogabalin",0,15,209.3,7.29,0.330,0.897,0.315,ROD
"Mirtazapine",0,20,265.4,8.42,0.462,0.635,0.206,DISC
"Misoprostol",0,27,382.5,9.65,0.562,0.697,0.118,SPHERE
"Mitotane",0,18,320.0,8.65,0.405,0.815,0.226,DISC
"Mitoxantrone 2HCl",0,32,444.5,11.42,0.407,0.853,0.224,DISC
"Mizoribine",0,18,259.2,8.75,0.240,0.813,0.447,ROD
"MK-2048",0,32,461.9,13.82,0.261,0.876,0.411,ROD
"Moclobemide (Ro 111163)",0,18,268.7,10.95,0.164,0.894,0.587,ROD
"Moexipril HCl",0,36,498.6,15.15,0.230,0.863,0.462,ROD
"Molindone hydrochloride",0,20,276.4,10.25,0.219,0.896,0.482,ROD
"Molsidomine",0,17,242.2,9.53,0.136,0.970,0.651,ROD
"Mometasone furoate",0,35,521.4,11.70,0.366,0.905,0.272,DISC
"Monensin Sodium",0,47,670.9,13.04,0.454,0.843,0.180,DISC
"Monocaprylin",0,15,218.3,8.94,0.245,0.895,0.438,ROD
"Monomethyl auristatin E (MMAE)",0,9,130.1,6.41,0.145,0.855,0.629,ROD
"Monomethyl Fumarate",0,9,130.1,6.41,0.145,0.855,0.629,ROD
"Montelukast",0,41,586.2,17.36,0.173,0.924,0.569,ROD
"Montelukast Sodium",0,41,586.2,17.36,0.173,0.924,0.569,ROD
"Morantel tartrate",0,15,220.3,8.94,0.167,0.977,0.587,ROD
"Morin",0,22,302.2,10.73,0.217,0.848,0.485,ROD
"Morin Hydrate",0,22,302.2,10.73,0.217,0.848,0.485,ROD
"Moroxydine HCl",0,12,171.2,7.21,0.156,0.892,0.603,ROD
"Mosapride",0,29,421.9,9.13,0.577,0.778,0.097,SPHERE
"Mosapride Citrate",0,29,421.9,9.13,0.577,0.778,0.097,SPHERE
"Moxidectin",0,46,639.8,15.72,0.403,0.796,0.229,DISC
"Moxifloxacin",0,29,401.4,13.00,0.196,0.849,0.524,ROD
"Moxifloxacin HCl",0,29,401.4,13.00,0.196,0.849,0.524,ROD
"Moxisylyte hydrochloride",0,20,279.4,10.78,0.280,0.869,0.382,ROD
"Moxonidine",0,16,241.7,8.60,0.363,0.736,0.278,DISC
"Mozavaptan",0,32,427.5,15.69,0.122,0.920,0.679,ROD
"MPEP",0,15,193.2,9.78,0.093,0.970,0.748,ROD
"MRS 1845",0,29,398.4,12.12,0.427,0.731,0.211,DISC
"Mupirocin",0,35,500.6,15.80,0.263,0.913,0.412,ROD
"Mupirocin calcium",0,35,500.6,15.80,0.263,0.913,0.412,ROD
"Mycophenolate Mofetil",0,31,433.5,10.08,0.536,0.760,0.123,DISC
"Mycophenolic acid",0,23,320.3,8.89,0.384,0.937,0.255,DISC
"Mycophenolic Acid",0,23,320.3,8.89,0.384,0.937,0.255,DISC
"Myo-Inositol",0,12,180.2,5.59,0.514,0.652,0.161,DISC
"Myosmine",0,11,146.2,6.42,0.158,0.849,0.600,ROD
"Myristic Acid",0,16,228.4,8.10,0.392,0.769,0.242,DISC
"N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide Hcl",0,22,340.9,10.17,0.378,0.801,0.255,DISC
"N-1-Naphthylphthalamic acid",0,22,291.3,9.68,0.231,0.806,0.463,ROD
"N-Acetyl-D-mannosamine",0,15,221.2,6.84,0.536,0.898,0.120,DISC
"N-Acetyl-L-tyrosine",0,16,223.2,8.71,0.274,0.872,0.391,ROD
"N-Acetylglucosamine",0,15,221.2,8.49,0.271,0.888,0.397,ROD
"N-Acetylneuraminic acid",0,21,309.3,9.09,0.324,0.824,0.320,ROD
"N-Ethylmaleimide (NEM)",0,9,125.1,4.56,0.521,0.543,0.206,DISC
"N-Methyl-L-Glutamic Acid",0,11,161.2,6.01,0.377,0.902,0.259,DISC
"N-Phenylanthranilic Acid",0,16,213.2,8.08,0.262,0.792,0.411,ROD
"N,N-Hexamethyleneamiloride",0,21,311.8,11.16,0.203,0.849,0.511,ROD
"N6-2-Phenylethyladenosine",0,27,371.4,14.45,0.118,0.943,0.687,ROD
"N6-Cyclopentyladenosine",0,24,335.4,12.05,0.154,0.927,0.609,ROD
"N6-Phenyladenosine",0,25,343.3,11.94,0.205,0.830,0.508,ROD
"Nabumetone",0,17,228.3,10.53,0.137,0.971,0.650,ROD
"NAD+",0,44,663.4,10.91,0.726,0.869,0.034,SPHERE
"Nadifloxacin",0,26,360.4,12.86,0.187,0.857,0.541,ROD
"Nadolol",0,22,309.4,8.98,0.396,0.737,0.242,DISC
"Nafamostat Mesylate",0,26,347.4,17.20,0.044,0.986,0.875,ROD
"Nafcillin Sodium",0,29,414.5,12.86,0.201,0.916,0.517,ROD
"Naftopidil",0,29,392.5,9.43,0.460,0.724,0.184,DISC
"Naftopidil DiHCl",0,29,392.5,9.43,0.460,0.724,0.184,DISC
"Nalidixic acid",0,17,232.2,8.72,0.289,0.731,0.380,ROD
"Naloxone HCl",0,24,327.4,10.41,0.369,0.812,0.265,DISC
"Naltrexone HCl",0,25,341.4,10.13,0.362,0.830,0.272,DISC
"Naphazoline HCl",0,16,210.3,7.74,0.292,0.833,0.364,ROD
"Naproxen",0,17,230.3,9.77,0.132,0.959,0.659,ROD
"Naproxen Sodium",0,17,230.3,9.77,0.132,0.959,0.659,ROD
"Naratriptan HCl",0,23,335.5,9.46,0.396,0.760,0.238,DISC
"Naringin",0,41,580.5,15.72,0.354,0.827,0.283,DISC
"Naringin Dihydrochalcone",0,41,582.6,17.50,0.195,0.870,0.525,ROD
"Natamycin",0,47,665.7,16.64,0.331,0.851,0.311,ROD
"Nateglinide",0,23,317.4,13.08,0.119,0.942,0.685,ROD
"Nebivolol",0,29,405.4,16.38,0.124,0.974,0.677,ROD
"Nebivolol HCl",0,29,405.4,16.38,0.124,0.974,0.677,ROD
"Nefazodone hydrochloride",0,33,470.0,17.21,0.161,0.913,0.594,ROD
"Nefiracetam",0,18,246.3,7.99,0.311,0.869,0.338,ROD
"Nefopam HCl",0,19,253.3,7.64,0.474,0.874,0.164,DISC
"Nelarabine",0,21,297.3,10.00,0.239,0.869,0.446,ROD
"Nelfinavir Mesylate",0,40,567.8,11.03,0.658,0.713,0.072,SPHERE
"Neohesperidin",0,43,610.6,17.24,0.265,0.861,0.405,ROD
"Neohesperidin Dihydrochalcone (Nhdc)",0,43,612.6,15.16,0.271,0.864,0.395,ROD
"Neomycin Sulfate",0,42,614.7,13.35,0.394,0.832,0.238,DISC
"Neomycin sulfate",0,42,614.7,13.35,0.394,0.832,0.238,DISC
"Neostigmine Bromide",0,16,223.3,8.89,0.222,0.860,0.476,ROD
"Neotame",0,27,378.5,12.23,0.351,0.810,0.287,DISC
"Nepafenac",0,19,254.3,9.41,0.219,0.957,0.489,ROD
"Neratinib (HKI-272)",0,40,557.1,14.81,0.431,0.820,0.200,DISC
"Nerolidol",0,16,222.4,9.81,0.229,0.882,0.464,ROD
"Neryl acetate",0,14,196.3,8.18,0.382,0.683,0.269,DISC
"Neticonazole",0,21,302.4,7.98,0.725,0.935,0.035,SPHERE
"Neticonazole Hydrochloride",0,21,302.4,7.98,0.725,0.935,0.035,SPHERE
"Netilmicin Sulfate",0,33,475.6,14.09,0.271,0.924,0.400,ROD
"Netupitant",0,41,578.6,14.48,0.351,0.799,0.287,DISC
"NEXIUM (esomeprazole magnesium)",0,24,345.4,9.84,0.367,0.722,0.277,DISC
"Nicaraven",0,21,284.3,10.37,0.243,0.800,0.442,ROD
"Nicardipine",0,35,479.5,13.20,0.384,0.888,0.250,DISC
"Nicardipine HCl",0,35,479.5,13.20,0.384,0.888,0.250,DISC
"Nicergoline",0,31,484.4,13.51,0.224,0.937,0.478,ROD
"Nicorandil",0,15,211.2,9.37,0.146,0.882,0.624,ROD
"Nicosulfuron",0,28,410.4,12.18,0.259,0.920,0.417,ROD
"Nicotinamide (Vitamin B3)",0,9,122.1,5.01,0.229,0.785,0.469,ROD
"Nicotinic Acid",0,9,123.1,4.98,0.228,0.772,0.472,ROD
"Nicotinic Acid",0,9,123.1,4.98,0.228,0.772,0.472,ROD
"Nifedipine",0,25,346.3,9.27,0.608,0.810,0.079,SPHERE
"Niflumic acid",0,20,282.2,10.03,0.212,0.835,0.494,ROD
"Nifuratel",0,19,285.3,12.25,0.143,0.876,0.632,ROD
"Nifuroxazide",0,20,275.2,13.96,0.061,0.961,0.827,ROD
"Nifurtimox",0,19,287.3,11.86,0.088,0.981,0.762,ROD
"Nikethamide",0,13,178.2,7.22,0.281,0.919,0.385,ROD
"Nilotinib (AMN-107)",0,39,529.5,14.26,0.397,0.693,0.249,DISC
"Nilotinib hydrochloride",0,39,529.5,14.26,0.397,0.693,0.249,DISC
"Nilotinib hydrochloride monohydrate",0,39,529.5,14.26,0.397,0.693,0.249,DISC
"Nilutamide",0,22,317.2,9.72,0.212,0.848,0.494,ROD
"Nimesulide",0,21,308.3,9.12,0.408,0.701,0.237,DISC
"Nimesulide",0,21,308.3,9.12,0.408,0.701,0.237,DISC
"Nimesulide",0,21,308.3,9.12,0.408,0.701,0.237,DISC
"Nimesulide",0,21,308.3,9.12,0.408,0.701,0.237,DISC
"Nimodipine",0,30,418.4,9.52,0.607,0.739,0.087,SPHERE
"Nimorazole",0,16,226.2,8.92,0.198,0.915,0.522,ROD
"Nimustine Hydrochloride",0,18,272.7,9.16,0.302,0.880,0.352,ROD
"Nintedanib (BIBF 1120)",0,40,539.6,21.69,0.094,0.948,0.745,ROD
"Nintedanib Ethanesulfonate Salt",0,40,539.6,21.69,0.094,0.948,0.745,ROD
"Niraparib (MK-4827)",0,24,320.4,13.53,0.099,0.924,0.733,ROD
"Niraparib (MK-4827) tosylate",0,24,320.4,13.53,0.099,0.924,0.733,ROD
"Nisoldipine",0,28,388.4,11.24,0.473,0.808,0.164,DISC
"Nitisinone",0,23,329.2,9.71,0.253,0.978,0.435,ROD
"Nitrendipine",0,26,360.4,9.38,0.526,0.660,0.150,DISC
"Nitrofural",0,14,198.1,9.88,0.104,0.913,0.721,ROD
"Nitrofurantoin",0,17,238.2,7.65,0.348,0.784,0.291,ROD
"Nitrofurantoin",0,17,238.2,11.01,0.113,0.887,0.699,ROD
"Nitrofurazone",0,14,198.1,8.09,0.247,0.754,0.441,ROD
"Nitroxoline",0,14,190.2,6.24,0.379,0.669,0.276,DISC
"Nizatidine",0,21,331.5,8.32,0.629,0.927,0.071,SPHERE
"Nonanoic acid",0,11,158.2,6.93,0.245,0.878,0.437,ROD
"Noradrenaline bitartrate monohydrate",0,12,169.2,6.92,0.238,0.816,0.449,ROD
"Norcantharidin",0,12,168.1,5.20,0.448,0.680,0.204,DISC
"Norcantharidin",0,12,168.1,5.20,0.448,0.680,0.204,DISC
"Nordihydroguaiaretic acid (NDGA)",0,22,302.4,9.66,0.368,0.748,0.272,DISC
"Norethindrone",0,22,298.4,10.91,0.174,0.947,0.569,ROD
"Norethindrone acetate",0,25,340.5,12.62,0.158,0.969,0.604,ROD
"norethisterone enanthate",0,30,410.6,13.78,0.193,0.881,0.529,ROD
"Norfloxacin",0,23,319.3,11.67,0.178,0.842,0.560,ROD
"Norgestrel",0,23,312.5,12.06,0.168,0.931,0.581,ROD
"Nortriptyline hydrochloride",0,20,263.4,9.33,0.422,0.791,0.210,DISC
"Novobiocin Sodium",0,44,612.6,19.94,0.138,0.963,0.645,ROD
"Nuciferine",0,22,295.4,8.91,0.486,0.579,0.211,DISC
"Nylidrin Hydrochloride",0,22,299.4,8.92,0.448,0.664,0.208,DISC
"O-Coumaric Acid",0,12,164.2,7.47,0.174,0.869,0.567,ROD
"O-Dianisidine Dihydrochloride",0,18,244.3,9.93,0.181,0.900,0.554,ROD
"o-Phenanthroline",0,14,180.2,6.98,0.252,0.748,0.435,ROD
"O-Phenylenediamine",0,8,108.1,4.21,0.403,0.598,0.278,DISC
"o-Toluic acid",0,10,136.2,5.05,0.333,0.701,0.324,ROD
"Obeticholic Acid",0,30,420.6,14.99,0.163,0.920,0.590,ROD
"Oclacitinib?maleate",0,23,337.4,11.38,0.136,0.988,0.653,ROD
"Octanoic acid",0,10,144.2,7.12,0.188,0.868,0.538,ROD
"Octenidine Dihydrochloride",0,40,550.9,13.64,0.475,0.937,0.170,DISC
"Octinoxate",0,21,290.4,13.51,0.137,0.975,0.649,ROD
"Octisalate",0,18,250.3,9.39,0.302,0.879,0.351,ROD
"Octocrylene",0,27,361.5,10.49,0.505,0.879,0.141,DISC
"Octodrine (2-Amino-6-methylheptan)",0,9,129.2,5.91,0.201,0.927,0.517,ROD
"Octyl gallate",0,20,282.3,11.12,0.253,0.790,0.427,ROD
"ODQ",0,14,187.2,6.38,0.314,0.686,0.354,DISC
"Ofloxacin",0,26,361.4,11.97,0.212,0.819,0.496,ROD
"Ofloxacin",0,26,361.4,11.97,0.212,0.819,0.496,ROD
"Olanzapine",0,22,312.4,9.69,0.416,0.657,0.240,DISC
"Olaparib (AZD2281, Ku-0059436)",0,32,434.5,10.59,0.475,0.692,0.178,DISC
"Oleanolic Acid",0,33,456.7,12.96,0.183,0.941,0.552,ROD
"Oleic Acid",0,20,282.5,9.74,0.354,0.860,0.283,DISC
"Oleuropein",0,38,540.5,9.67,0.600,0.771,0.086,SPHERE
"Olmesartan",0,33,446.5,13.27,0.213,0.905,0.494,ROD
"Olmesartan Medoxomil",0,41,558.6,16.27,0.217,0.925,0.487,ROD
"Olmutinib (HM61713, BI 1482694)",0,35,486.6,13.47,0.339,0.854,0.301,ROD
"Olodaterol (BI 1744)",0,28,386.4,8.87,0.657,0.806,0.058,SPHERE
"Olodaterol hydrochloride",0,28,386.4,8.87,0.657,0.806,0.058,SPHERE
"Olopatadine HCl",0,25,337.4,9.89,0.532,0.702,0.135,DISC
"Olprinone",0,19,250.3,9.87,0.177,0.914,0.561,ROD
"Olsalazine Sodium",0,22,302.2,12.44,0.112,0.894,0.701,ROD
"Omadacycline tosylate",0,40,556.7,16.07,0.237,0.957,0.457,ROD
"Omarigliptin (MK-3102)",0,27,398.4,14.86,0.073,0.975,0.798,ROD
"Ombitasvir (ABT-267)",0,65,894.1,18.27,0.444,0.751,0.193,DISC
"Omeprazole",0,24,345.4,9.76,0.384,0.690,0.265,DISC
"Omeprazole Sodium",0,24,345.4,9.76,0.384,0.690,0.265,DISC
"Ondansetron HCl",0,22,293.4,9.62,0.262,0.879,0.411,ROD
"Ondansetron Hydrochloride Dihydrate",0,22,293.4,9.62,0.262,0.879,0.411,ROD
"Orcinol",0,9,124.1,4.87,0.474,0.526,0.252,DISC
"Orlistat",0,35,495.7,12.34,0.564,0.747,0.108,SPHERE
"Ornidazole",0,14,219.6,6.60,0.408,0.816,0.223,DISC
"Orotic acid (6-Carboxyuracil)",0,11,156.1,5.87,0.338,0.662,0.329,DISC
"Orphenadrine Citrate",0,20,269.4,9.30,0.474,0.719,0.173,DISC
"Orphenadrine Hydrochloride",0,20,269.4,9.30,0.474,0.719,0.173,DISC
"Orthothymotinic Acid",0,14,194.2,6.76,0.331,0.737,0.318,ROD
"Osalmid",0,17,229.2,10.69,0.108,0.892,0.712,ROD
"Oseltamivir Phosphate",0,22,312.4,9.88,0.503,0.707,0.153,DISC
"Osilodrostat (LCI699)",0,17,227.2,9.45,0.193,0.973,0.537,ROD
"Osimertinib (AZD9291)",0,37,499.6,14.38,0.335,0.767,0.310,ROD
"Osimertinib mesylate",0,37,499.6,14.38,0.335,0.767,0.310,ROD
"Ospemifene",0,27,378.9,12.39,0.357,0.777,0.281,DISC
"Osthol",0,18,244.3,8.34,0.495,0.577,0.205,DISC
"Otilonium Bromide",0,35,483.7,17.89,0.232,0.802,0.462,ROD
"Oxaceprol",0,12,173.2,6.00,0.554,0.600,0.156,SPHERE
"Oxacillin sodium",0,28,401.4,10.66,0.348,0.857,0.290,ROD
"Oxacillin sodium monohydrate",0,28,401.4,10.66,0.348,0.857,0.290,ROD
"Oxadixyl",0,20,278.3,7.86,0.507,0.802,0.139,DISC
"Oxalic acid",0,6,90.0,3.58,0.365,0.635,0.305,DISC
"Oxaprozin",0,22,293.3,9.97,0.396,0.696,0.250,DISC
"Oxeladin Citrate",0,24,335.5,9.89,0.337,0.935,0.311,ROD
"Oxethazaine",0,34,467.7,12.71,0.371,0.899,0.266,DISC
"Oxfendazole",0,22,315.4,12.18,0.155,0.965,0.611,ROD
"Oxibendazole",0,18,249.3,13.35,0.060,0.950,0.830,ROD
"Oxidopamine (hydrobromide)",0,12,169.2,6.89,0.228,0.802,0.468,ROD
"Oxiglutatione",0,40,612.6,14.50,0.478,0.987,0.175,DISC
"Oxiracetam",0,11,158.2,6.08,0.295,0.821,0.360,ROD
"Oxolamine Citrate",0,18,245.3,12.07,0.106,0.910,0.716,ROD
"Oxprenolol HCl",0,19,265.4,9.61,0.311,0.734,0.346,ROD
"Oxtriphylline",0,13,180.2,5.84,0.423,0.577,0.268,DISC
"Oxybenzone",0,17,228.2,9.91,0.184,0.865,0.546,ROD
"Oxybuprocaine HCl",0,22,308.4,9.27,0.457,0.636,0.210,DISC
"Oxybutynin",0,26,357.5,12.01,0.304,0.853,0.348,ROD
"Oxybutynin chloride",0,26,357.5,12.01,0.304,0.853,0.348,ROD
"Oxyclozanide",0,22,401.5,11.00,0.259,0.849,0.414,ROD
"Oxymatrine",0,19,264.4,7.50,0.349,0.752,0.293,ROD
"Oxytetracycline",0,33,460.4,11.52,0.316,0.965,0.342,ROD
"Oxytetracycline (Terramycin)",0,33,460.4,11.52,0.316,0.965,0.342,ROD
"Oxytetracycline hydrochloride",0,33,460.4,11.52,0.316,0.965,0.342,ROD
"Ozagrel",0,17,228.3,11.52,0.079,0.987,0.783,ROD
"Ozagrel HCl",0,17,228.3,11.52,0.079,0.987,0.783,ROD
"Ozagrel sodium",0,17,228.3,11.52,0.079,0.987,0.783,ROD
"Ozanimod (RPC1063)",0,30,404.5,16.90,0.099,0.959,0.734,ROD
"Ozenoxacin",0,27,363.4,13.68,0.152,0.900,0.611,ROD
"P-Aminobenzoic Acid",0,10,137.1,6.46,0.158,0.843,0.602,ROD
"P-Aminohippuric Acid",0,14,194.2,9.96,0.128,0.883,0.665,ROD
"p-Anisaldehyde",0,10,136.1,7.06,0.129,0.871,0.664,ROD
"p-Coumaric Acid",0,12,164.2,8.74,0.081,0.934,0.777,ROD
"P-Coumaric Acid",0,12,164.2,8.74,0.081,0.934,0.777,ROD
"P-Fluoro-L-Phenylalanine",0,13,183.2,7.00,0.251,0.927,0.432,ROD
"P-Mppi Hydrochloride",0,32,542.4,14.43,0.194,0.852,0.527,ROD
"p-Toluenesulfonic acid monohydrate",0,11,172.2,6.67,0.192,0.923,0.533,ROD
"PA-824",0,25,359.3,14.71,0.101,0.935,0.728,ROD
"Paclitaxel",0,62,853.9,15.16,0.478,0.763,0.163,DISC
"Paclitaxel",0,62,853.9,16.94,0.344,0.871,0.296,ROD
"Paclobutrazole",0,20,293.8,10.13,0.235,0.856,0.454,ROD
"Paclobutrazole",0,20,293.8,10.13,0.235,0.856,0.454,ROD
"Paclobutrazole",0,20,293.8,9.15,0.381,0.750,0.256,DISC
"Paeonol",0,12,166.2,7.32,0.203,0.809,0.512,ROD
"Palbociclib",0,33,447.5,16.49,0.145,0.890,0.627,ROD
"Palbociclib (PD-0332991) HCl",0,33,447.5,16.49,0.145,0.890,0.627,ROD
"Palbociclib (PD0332991) Isethionate",0,33,447.5,16.49,0.145,0.890,0.627,ROD
"Paliperidone",0,31,426.5,11.65,0.298,0.913,0.360,ROD
"Palmatine",0,26,352.4,13.89,0.122,0.893,0.679,ROD
"Palmatine chloride",0,26,352.4,13.89,0.122,0.893,0.679,ROD
"Palmitic acid",0,18,256.4,10.64,0.250,0.914,0.431,ROD
"Palmitoleic acid",0,18,254.4,9.82,0.342,0.748,0.302,ROD
"Palonosetron",0,22,296.4,9.47,0.210,0.851,0.498,ROD
"Palonosetron HCl",0,22,296.4,9.47,0.210,0.851,0.498,ROD
"Pamabrom",0,14,259.1,7.72,0.172,0.828,0.573,ROD
"Pamidronate Disodium",0,13,235.1,6.50,0.575,0.721,0.106,SPHERE
"Panaxatriol",0,34,476.7,12.43,0.212,0.963,0.501,ROD
"Pancuronium dibromide",0,41,572.9,16.10,0.164,0.935,0.588,ROD
"Panobinostat (LBH589)",0,26,349.4,11.76,0.292,0.874,0.365,ROD
"Pantoprazole",0,26,383.4,9.88,0.381,0.837,0.252,DISC
"Pantoprazole sodium",0,26,383.4,9.88,0.381,0.837,0.252,DISC
